Date	Local	Day	4:00	5:00	6:00	7:00	8:00	9:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00	17:00	18:00	19:00	20:00	21:00	22:00	23:00	0:00	1:00	2:00	3:00
28/01/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	13	13	20	6	34	27	25	31	30	25	29	28	35	43	46	40	40	22	22	25	18	14	9	7
29/01/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	11	12	21	35	68	93	79	74	82	83	95	98	100	70	70	60	66	53	23	23	27	21	14	11
30/01/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	10	13	29	42	70	68	82	87	82	82	90	85	100	65	62	61	67	63	68	38	24	17	12	11
31/01/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	3	11	26	52	9	4	1	68	88	27	100	100	0	58	47	40	40	31	36	24	15	12	18	19
01/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	5	14	21	11	74	77	92	0	98	85	84	21	75	77	0	72	54	34	26	28	21	17	8	1
02/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	10	8	31	12	79	94	89	80	100	0	68	0	0	0	61	74	0	47	37	24	20	18	13	13
03/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	8	10	21	29	54	4	4	0	60	1	0	62	70	55	73	58	56	44	45	41	46	26	12	13
04/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	13	9	7	21	26	24	33	48	44	37	35	38	41	13	31	26	28	16	13	8	8	10	4	8
05/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	7	7	19	38	73	70	98	90	89	91	69	90	77	70	67	72	80	71	65	46	32	14	12	8
06/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Terça-feira	7	11	11	47	73	70	99	84	88	22	0	100	95	78	57	75	0	51	46	40	22	23	10	12
07/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quarta-feira	9	13	20	34	66	87	77	88	88	0	NA	NA	NA	78	62	15	74	67	59	44	26	2	12	15
08/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Quinta-feira	11	10	11	48	8	84	1	1	1	2	0	95	93	69	68	72	73	73	37	48	30	33	20	21
09/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sexta-feira	20	17	23	46	70	86	82	86	48	100	1	81	76	0	49	61	0	61	24	36	25	17	18	13
10/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Sábado	14	17	18	25	6	57	59	71	61	64	71	65	72	73	60	79	58	35	32	29	28	21	15	8
11/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Domingo	7	2	14	22	3	2	42	3	34	38	27	30	2	2	42	49	41	34	34	26	18	14	3	0
12/02/2024	AMA SOROCABANA -PRONTO ATENDIMENTO	Segunda-feira	11	18	8	44	65	4	66	23	49	0	2	0	62	53	45	40	39	29	30	26	25	0	24	1
