Date	Local	Day	4:00	5:00	6:00	7:00	8:00	9:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00	17:00	18:00	19:00	20:00	21:00	22:00	23:00	0:00	1:00	2:00	3:00
10/03/2024	Unidade Avançada Carlos Chagas	Domingo	18	6	1	7	18	32	35	41	41	0	43	0	43	58	57	68	62	65	64	55	32	36	18	8
11/03/2024	Unidade Avançada Carlos Chagas	Segunda-feira	8	2	6	36	47	98	100	100	100	100	100	0	93	88	0	82	65	72	68	62	32	14	21	13
12/03/2024	Unidade Avançada Carlos Chagas	Terça-feira	15	13	8	38	61	100	100	100	100	100	100	100	100	0	65	58	60	50	48	34	28	11	12	0
13/03/2024	Unidade Avançada Carlos Chagas	Quarta-feira	4	9	15	10	17	89	99	100	0	89	89	90	95	91	92	85	67	65	62	51	32	23	15	14
14/03/2024	Unidade Avançada Carlos Chagas	Quinta-feira	13	10	7	36	67	100	100	100	3	93	85	0	98	87	78	71	65	57	58	0	32	29	19	14
15/03/2024	Unidade Avançada Carlos Chagas	Sexta-feira	14	11	16	38	11	93	100	100	100	70	0	1	100	93	52	51	52	54	48	33	39	29	31	33
16/03/2024	Unidade Avançada Carlos Chagas	Sábado	18	20	11	18	28	37	54	64	60	62	62	52	59	42	38	31	35	41	39	46	44	32	23	28
17/03/2024	Unidade Avançada Carlos Chagas	Domingo	22	11	7	19	21	33	31	32	47	49	45	49	45	55	51	52	37	41	44	43	28	16	14	13
18/03/2024	Unidade Avançada Carlos Chagas	Segunda-feira	16	13	22	25	67	100	100	100	100	100	100	100	100	93	88	68	77	95	87	62	41	26	25	10
19/03/2024	Unidade Avançada Carlos Chagas	Terça-feira	1	14	21	47	87	100	100	100	100	100	97	100	100	92	63	56	77	81	79	68	59	28	12	12
20/03/2024	Unidade Avançada Carlos Chagas	Quarta-feira	15	10	26	33	60	81	100	97	100	100	100	100	100	100	100	100	78	80	68	66	44	35	17	15
21/03/2024	Unidade Avançada Carlos Chagas	Quinta-feira	20	15	30	42	66	74	89	100	100	0	100	93	95	87	89	83	90	67	74	39	39	32	31	28
22/03/2024	Unidade Avançada Carlos Chagas	Sexta-feira	20	18	27	26	66	99	100	97	90	91	75	99	100	84	70	63	59	57	65	56	43	35	17	12
23/03/2024	Unidade Avançada Carlos Chagas	Sábado	8	15	18	4	35	44	37	55	6	46	7	22	13	49	0	6	39	40	33	41	22	13	8	7
24/03/2024	Unidade Avançada Carlos Chagas	Domingo	15	6	3	20	19	25	25	35	43	41	40	42	37	45	45	58	54	37	42	42	25	21	23	20
25/03/2024	Unidade Avançada Carlos Chagas	Segunda-feira	11	2	18	24	21	99	100	0	0	0	100	100	100	96	88	100	73	66	46	44	34	36	20	14
26/03/2024	Unidade Avançada Carlos Chagas	Terça-feira	17	28	37	45	60	83	100	100	93	81	89	0	95	100	99	60	51	46	39	23	15	16	11	11
27/03/2024	Unidade Avançada Carlos Chagas	Quarta-feira	7	4	14	38	67	92	100	84	89	86	64	78	79	92	71	60	47	50	45	33	26	15	15	10
28/03/2024	Unidade Avançada Carlos Chagas	Quinta-feira	6	7	26	34	10	68	71	68	77	70	69	0	0	58	50	46	40	33	0	1	22	29	21	12
29/03/2024	Unidade Avançada Carlos Chagas	Sexta-feira	4	6	10	21	19	29	24	22	21	28	35	39	13	22	42	41	42	46	37	39	18	31	19	13
30/03/2024	Unidade Avançada Carlos Chagas	Sábado	9	4	10	12	29	38	42	46	49	44	43	40	48	58	43	44	43	57	46	53	45	39	20	19
31/03/2024	Unidade Avançada Carlos Chagas	Domingo	14	8	34	12	21	19	31	35	38	46	41	31	37	36	39	43	56	53	48	56	27	25	7	17
01/04/2024	Unidade Avançada Carlos Chagas	Segunda-feira	7	15	27	27	55	83	91	92	85	71	76	87	97	86	76	69	65	75	66	63	41	28	16	14
02/04/2024	Unidade Avançada Carlos Chagas	Terça-feira	8	14	19	39	81	100	100	100	86	79	86	100	100	90	74	67	52	64	13	39	24	22	17	10
03/04/2024	Unidade Avançada Carlos Chagas	Quarta-feira	14	10	18	42	51	49	100	96	97	30	76	93	82	91	90	79	76	57	80	62	43	21	20	14
04/04/2024	Unidade Avançada Carlos Chagas	Quinta-feira	10	12	18	28	70	96	100	99	91	76	80	70	64	60	51	53	60	51	38	31	10	11	11	9
05/04/2024	Unidade Avançada Carlos Chagas	Sexta-feira	14	17	23	40	81	94	84	80	73	71	75	72	89	80	63	47	64	59	57	63	56	32	24	26
06/04/2024	Unidade Avançada Carlos Chagas	Sábado	15	14	15	21	32	46	53	51	49	60	63	57	54	48	43	52	45	35	37	45	35	39	18	9
07/04/2024	Unidade Avançada Carlos Chagas	Domingo	7	0	6	17	14	15	36	38	41	57	52	51	43	46	40	40	39	39	1	32	22	35	26	22
08/04/2024	Unidade Avançada Carlos Chagas	Segunda-feira	8	10	21	31	61	100	100	99	80	78	91	91	100	83	72	56	51	57	61	37	26	17	14	11
09/04/2024	Unidade Avançada Carlos Chagas	Terça-feira	10	6	17	41	69	93	100	100	100	100	100	100	100	87	86	66	58	70	63	44	30	23	16	14
10/04/2024	Unidade Avançada Carlos Chagas	Quarta-feira	13	10	30	44	54	83	88	76	83	77	79	68	73	80	62	62	53	62	61	56	40	20	19	16
11/04/2024	Unidade Avançada Carlos Chagas	Quinta-feira	20	20	22	31	48	92	87	92	98	1	75	74	89	78	57	38	45	55	59	50	40	27	0	14
12/04/2024	Unidade Avançada Carlos Chagas	Sexta-feira	9	16	21	38	68	82	84	77	77	85	82	92	91	73	71	81	64	80	56	41	26	24	12	7
13/04/2024	Unidade Avançada Carlos Chagas	Sábado	5	15	13	27	41	61	55	62	55	58	48	65	59	55	62	64	64	63	62	52	30	23	11	10
14/04/2024	Unidade Avançada Carlos Chagas	Domingo	13	10	7	17	16	22	26	27	34	41	0	58	45	44	40	48	49	52	52	45	28	15	23	0
15/04/2024	Unidade Avançada Carlos Chagas	Segunda-feira	16	13	20	25	60	85	100	100	100	100	100	100	100	90	97	75	67	58	65	48	46	36	31	25
16/04/2024	Unidade Avançada Carlos Chagas	Terça-feira	11	13	23	36	76	100	97	100	89	77	79	86	77	76	72	53	44	49	32	23	22	12	14	12
17/04/2024	Unidade Avançada Carlos Chagas	Quarta-feira	17	24	28	52	84	100	86	46	66	73	2	67	66	61	52	42	51	43	0	0	30	23	11	2
18/04/2024	Unidade Avançada Carlos Chagas	Quinta-feira	13	17	31	43	62	72	74	61	66	64	65	52	58	32	53	45	48	35	38	20	9	3	7	13
19/04/2024	Unidade Avançada Carlos Chagas	Sexta-feira	12	17	37	54	63	85	80	55	51	54	62	72	60	44	47	53	46	33	38	25	22	16	14	23
20/04/2024	Unidade Avançada Carlos Chagas	Sábado	7	10	11	30	13	13	3	51	0	57	49	41	32	30	33	1	34	36	27	23	17	15	7	5
21/04/2024	Unidade Avançada Carlos Chagas	Domingo	8	15	13	21	29	22	24	37	40	36	47	23	30	34	35	44	45	46	35	29	27	7	12	9
22/04/2024	Unidade Avançada Carlos Chagas	Segunda-feira	3	20	37	59	98	89	84	80	78	93	99	89	81	57	66	66	3	2	29	18	19	19	13	10
23/04/2024	Unidade Avançada Carlos Chagas	Terça-feira	8	17	28	51	96	91	100	87	77	28	72	85	71	61	46	53	50	55	46	26	29	10	15	4
24/04/2024	Unidade Avançada Carlos Chagas	Quarta-feira	3	12	24	45	57	80	82	40	74	75	72	72	58	51	51	55	72	58	42	30	19	13	6	13
25/04/2024	Unidade Avançada Carlos Chagas	Quinta-feira	13	18	30	62	78	84	78	76	56	55	52	59	42	30	51	48	61	58	47	32	25	8	11	7
26/04/2024	Unidade Avançada Carlos Chagas	Sexta-feira	12	17	34	56	72	64	64	67	48	49	53	58	47	33	22	41	51	50	44	34	23	20	13	9
27/04/2024	Unidade Avançada Carlos Chagas	Sábado	10	13	25	35	37	41	38	46	39	51	38	34	48	43	46	33	36	2	30	0	23	25	24	0
28/04/2024	Unidade Avançada Carlos Chagas	Domingo	10	15	16	17	17	23	23	28	40	37	38	39	45	36	40	32	39	43	41	25	25	16	13	10
