Date	Local	Day	4:00	5:00	6:00	7:00	8:00	9:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00	17:00	18:00	19:00	20:00	21:00	22:00	23:00	0:00	1:00	2:00	3:00
30/09/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	17	9	3	29	52	79	65	56	66	64	72	70	58	51	37	33	54	56	34	45	36	35	21	30
01/10/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	12	0	11	23	48	32	27	35	39	33	40	48	44	57	43	43	45	48	57	29	25	27	5	12
02/10/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	10	6	11	35	56	72	69	65	71	77	83	85	83	97	100	84	100	100	89	65	55	29	14	10
03/10/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	11	17	14	37	61	74	63	78	65	85	66	72	92	89	72	76	77	78	59	58	53	40	21	19
04/10/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	15	15	8	30	57	81	90	70	61	74	90	94	83	75	73	100	91	90	54	52	50	25	10	17
05/10/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	11	10	17	34	58	76	55	58	58	73	87	79	64	67	72	63	88	75	51	33	14	24	20	9
06/10/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	18	10	13	43	91	89	73	63	56	77	64	62	68	63	47	47	62	58	50	53	42	29	8	27
07/10/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	31	11	13	30	56	53	66	57	62	51	52	74	53	47	48	42	48	47	48	37	15	10	12	1
08/10/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	19	4	10	22	28	52	52	66	54	52	55	60	55	43	69	59	61	66	42	27	30	10	7	8
09/10/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	7	3	7	36	72	84	61	58	81	77	73	75	70	65	68	73	63	76	88	63	53	25	26	8
10/10/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	7	14	18	40	74	100	94	91	69	60	50	51	74	69	71	62	87	62	45	29	23	17	19	21
11/10/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	5	15	18	31	59	80	52	63	49	71	66	69	67	76	89	74	66	62	55	36	34	30	25	24
12/10/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	22	11	16	22	49	51	38	47	44	48	41	59	50	45	46	34	44	41	26	12	19	15	9	6
13/10/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	8	10	24	34	56	68	73	66	71	41	63	54	44	50	54	56	65	58	51	59	28	27	17	11
14/10/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	21	23	16	34	22	49	37	45	43	42	50	48	47	45	37	43	44	45	34	45	28	28	12	17
15/10/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	9	12	24	20	29	19	32	34	49	40	63	57	53	51	41	36	41	47	57	31	29	31	0	3
16/10/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	8	16	32	52	74	77	71	67	65	72	71	88	58	67	74	86	87	86	44	53	33	30	10	11
17/10/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	17	19	29	31	47	58	65	65	63	72	84	89	70	65	68	49	65	63	48	32	19	20	9	5
18/10/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	14	3	14	37	64	70	59	48	35	39	57	52	49	44	38	41	60	51	59	34	18	21	14	13
19/10/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	7	14	24	43	54	77	64	66	63	55	54	63	72	89	87	79	56	66	63	41	30	32	21	12
20/10/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	21	14	19	33	70	74	51	0	37	52	59	54	67	53	49	59	45	62	49	41	29	9	17	22
21/10/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	18	17	10	19	25	36	36	27	43	32	28	39	64	42	51	46	65	45	57	26	36	14	12	6
22/10/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	7	3	5	6	24	29	23	39	45	50	47	52	46	46	65	54	63	43	38	30	42	29	15	18
23/10/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	21	14	17	37	56	76	86	5	77	73	74	63	69	86	79	72	65	62	60	50	27	25	18	23
24/10/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	22	28	30	34	33	73	71	66	90	100	100	100	77	77	60	80	72	82	81	51	43	17	8	13
25/10/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	11	8	19	32	74	85	76	61	57	71	70	58	51	42	26	38	61	48	44	39	31	10	6	7
26/10/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	7	19	16	34	56	75	64	64	71	66	91	77	54	76	65	70	74	77	46	32	24	20	12	12
27/10/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	5	5	12	38	55	69	41	45	55	53	61	70	72	67	54	67	55	47	48	33	32	34	15	20
28/10/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	7	14	13	23	38	47	60	52	35	51	55	53	37	43	55	56	61	61	61	42	22	15	17	0
29/10/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	8	4	14	24	30	36	31	40	39	38	38	45	39	29	25	40	32	27	62	28	17	4	9	12
30/10/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	8	10	8	38	69	83	72	56	52	68	72	66	75	66	67	82	77	71	75	33	28	26	25	19
31/10/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	0	5	16	30	48	83	71	75	69	72	81	75	72	66	74	58	78	60	67	38	14	19	23	9
01/11/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	16	20	10	34	53	81	51	48	39	51	66	79	87	74	76	65	64	59	36	23	38	33	15	6
02/11/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	3	6	15	24	50	35	23	4	26	37	44	47	37	39	61	59	60	57	39	0	0	13	20	17
03/11/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	20	11	12	27	59	50	64	66	57	68	60	53	54	62	0	76	50	70	56	63	44	37	28	14
04/11/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	7	7	30	40	50	56	66	67	65	57	64	63	54	47	35	49	72	53	52	53	45	48	26	16
05/11/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	11	15	17	26	37	34	33	44	48	60	31	39	45	33	33	34	52	59	52	50	29	26	17	4
06/11/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	7	6	18	36	61	63	67	58	63	87	87	100	92	68	90	80	85	76	75	35	23	12	2	20
07/11/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	0	12	11	32	79	82	2	81	83	92	83	74	59	50	79	61	64	81	72	65	42	49	35	14
08/11/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	16	14	25	48	61	5	2	2	50	57	50	53	6	55	62	57	67	79	77	67	46	51	18	21
09/11/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	6	3	15	29	8	67	63	1	70	2	81	4	71	44	3	60	78	78	53	23	18	16	12	0
10/11/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	13	7	5	26	51	6	68	0	0	68	73	81	75	74	55	68	62	56	44	27	6	19	17	21
11/11/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	0	3	6	32	62	62	56	41	1	2	47	2	63	62	0	66	94	3	2	0	26	28	19	27
12/11/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	24	24	10	15	9	5	24	20	1	48	38	35	37	51	59	59	63	57	47	48	41	29	35	8
13/11/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	9	17	12	37	57	78	74	67	86	84	2	2	81	1	70	57	56	82	72	49	42	19	22	18
14/11/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	20	21	23	34	54	61	70	81	49	52	7	72	51	60	47	37	1	45	0	35	29	33	12	15
15/11/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	16	12	17	19	46	52	47	3	39	50	33	37	40	51	47	58	75	46	13	24	21	17	15	0
16/11/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	2	2	7	21	8	67	68	24	66	93	2	54	64	1	76	43	86	84	74	48	41	39	35	20
17/11/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	1	12	5	38	64	71	61	69	59	64	64	92	73	73	62	57	50	6	63	30	24	7	21	24
18/11/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	20	10	25	39	51	79	56	57	0	0	70	53	48	46	45	74	67	35	59	40	36	25	22	21
19/11/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	14	0	41	37	24	5	26	54	34	46	43	45	34	25	32	31	29	53	53	49	26	25	17	17
20/11/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	7	10	6	25	38	4	51	51	55	55	62	69	81	59	59	55	66	59	57	37	22	5	1	19
21/11/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	20	12	27	35	77	79	82	67	72	78	36	53	52	2	2	66	72	67	66	71	59	41	29	23
22/11/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	0	11	6	23	50	98	92	87	84	68	72	77	64	3	4	0	10	7	0	0	0	0	0	0
23/11/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	5	3	11	25	23	11	6	6	0	NA	16	13	12	1	16	18	16	7	6	0	0	0	0	NA
24/11/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	0	2	5	10	21	19	5	7	4	16	12	10	0	NA	NA	NA	NA	4	4	2	0	0	0	0
25/11/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	0	NA	NA	NA	7	7	4	2	0	1	12	2	25	10	10	0	NA	1	8	0	0	0	0	0
26/11/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	NA	NA	NA	NA	5	5	3	4	7	8	9	10	10	10	0	10	1	2	2	0	0	NA	0	0
27/11/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	1	NA	NA	22	11	14	11	2	12	19	20	5	2	3	3	NA	13	9	6	0	0	0	NA	NA
28/11/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	4	9	7	14	13	4	NA	5	5	3	4	0	NA	0	10	9	1	NA	0	0	0	0	0	NA
29/11/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	NA	NA	NA	18	25	9	4	9	8	8	8	5	6	0	1	6	5	2	0	0	0	0	0	0
30/11/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	1	3	6	9	7	8	12	12	0	NA	NA	1	0	1	8	6	42	4	5	1	0	0	0	NA
01/12/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	NA	NA	NA	19	19	5	NA	2	4	7	14	12	21	4	21	23	13	14	1	5	0	0	0	3
02/12/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	5	1	NA	5	6	4	NA	5	2	9	5	6	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA
03/12/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	NA	5	7	11	9	10	15	6	3	6	0	1	8	8	0	12	3	4	0	NA	0	0	7	9
04/12/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	8	5	7	9	7	NA	NA	7	6	0	NA	NA	NA	NA	NA	16	15	1	NA	0	0	0	7	11
05/12/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	0	4	7	18	16	5	NA	4	3	3	2	29	30	3	5	2	NA	NA	NA	0	0	0	0	0
06/12/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	NA	NA	11	13	11	10	7	6	0	NA	3	4	0	NA	NA	39	38	89	78	74	0	27	29	0
07/12/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	9	10	32	38	68	64	72	59	47	47	62	63	40	42	4	64	60	45	64	48	44	47	26	25
08/12/2023	Unidade de Pronto Atendimento Akira Tada	Sexta-feira	13	9	26	35	14	40	1	58	52	57	4	47	54	49	44	46	57	79	40	29	11	10	5	19
09/12/2023	Unidade de Pronto Atendimento Akira Tada	Sábado	12	13	17	39	44	46	36	45	53	66	75	71	65	62	68	57	54	70	46	53	44	65	42	27
10/12/2023	Unidade de Pronto Atendimento Akira Tada	Domingo	15	15	10	16	33	41	39	35	35	33	36	40	55	52	47	40	53	46	32	22	13	19	19	15
11/12/2023	Unidade de Pronto Atendimento Akira Tada	Segunda-feira	17	21	18	38	48	59	62	53	73	88	100	98	90	74	86	99	100	100	70	22	42	44	29	3
12/12/2023	Unidade de Pronto Atendimento Akira Tada	Terça-feira	0	7	17	29	66	70	65	59	80	83	91	92	74	71	67	96	99	92	91	51	34	38	17	9
13/12/2023	Unidade de Pronto Atendimento Akira Tada	Quarta-feira	11	10	18	27	63	83	85	95	100	77	75	78	87	97	81	81	94	85	52	36	40	23	0	2
14/12/2023	Unidade de Pronto Atendimento Akira Tada	Quinta-feira	13	14	17	24	51	65	54	48	43	82	68	71	59	64	40	62	85	63	91	61	54	37	22	34
