Date	Local	Day	4:00	5:00	6:00	7:00	8:00	9:00	10:00	11:00	12:00	13:00	14:00	15:00	16:00	17:00	18:00	19:00	20:00	21:00	22:00	23:00	0:00	1:00	2:00	3:00
01/10/2023	UPA - Pauliceia Taboão	Domingo	5	19	8	3	23	9	26	6	17	12	28	7	42	40	NA	43	28	40	24	19	5	2	0	3
02/10/2023	UPA - Pauliceia Taboão	Segunda-feira	0	3	13	18	52	74	80	60	63	36	29	38	56	65	99	80	76	94	89	61	40	27	29	21
03/10/2023	UPA - Pauliceia Taboão	Terça-feira	0	4	16	25	28	62	75	64	44	56	54	84	60	56	69	90	76	61	54	31	31	33	8	1
04/10/2023	UPA - Pauliceia Taboão	Quarta-feira	1	7	6	38	51	62	65	72	41	49	41	51	59	54	40	32	57	67	59	8	10	3	1	10
05/10/2023	UPA - Pauliceia Taboão	Quinta-feira	7	2	8	45	70	71	71	62	71	39	38	86	57	79	68	75	79	89	72	29	8	11	0	9
06/10/2023	UPA - Pauliceia Taboão	Sexta-feira	8	11	6	38	45	48	54	62	54	58	49	50	100	86	59	40	60	44	56	59	27	22	24	12
07/10/2023	UPA - Pauliceia Taboão	Sábado	4	15	21	34	30	41	54	98	88	93	72	42	38	30	16	28	55	22	32	26	33	12	2	0
08/10/2023	UPA - Pauliceia Taboão	Domingo	11	12	17	23	53	24	23	23	49	32	38	33	35	35	30	51	66	46	28	31	27	19	16	17
09/10/2023	UPA - Pauliceia Taboão	Segunda-feira	48	4	8	28	60	85	100	48	55	97	64	56	70	69	67	67	96	65	47	53	26	1	0	23
10/10/2023	UPA - Pauliceia Taboão	Terça-feira	0	8	27	32	56	84	100	89	51	64	60	42	54	31	63	76	60	61	35	28	14	0	13	0
11/10/2023	UPA - Pauliceia Taboão	Quarta-feira	10	5	12	30	71	53	68	45	64	94	45	45	16	70	80	90	62	65	49	25	6	27	13	16
12/10/2023	UPA - Pauliceia Taboão	Quinta-feira	3	3	14	22	45	49	39	16	49	25	53	50	58	26	22	41	58	61	39	51	19	0	13	0
13/10/2023	UPA - Pauliceia Taboão	Sexta-feira	11	3	8	24	53	49	55	2	50	57	54	43	69	50	49	43	62	45	12	17	22	1	0	0
14/10/2023	UPA - Pauliceia Taboão	Sábado	16	20	18	25	24	9	32	31	57	74	54	46	52	51	40	43	72	56	31	9	6	14	17	29
15/10/2023	UPA - Pauliceia Taboão	Domingo	16	1	3	8	30	25	28	42	35	49	41	51	62	30	23	36	79	51	19	52	18	20	14	7
16/10/2023	UPA - Pauliceia Taboão	Segunda-feira	13	2	20	18	51	58	61	45	46	64	44	64	51	40	53	82	100	100	67	37	22	20	1	6
17/10/2023	UPA - Pauliceia Taboão	Terça-feira	14	5	8	26	55	55	58	38	48	NA	45	76	40	62	52	97	100	89	61	35	18	6	7	9
18/10/2023	UPA - Pauliceia Taboão	Quarta-feira	0	3	17	19	46	50	40	49	48	55	47	45	71	58	80	78	76	92	72	48	32	24	11	7
19/10/2023	UPA - Pauliceia Taboão	Quinta-feira	10	2	17	45	41	63	70	100	84	74	75	100	80	86	54	68	97	78	81	38	13	10	17	21
20/10/2023	UPA - Pauliceia Taboão	Sexta-feira	29	20	19	39	60	54	40	68	71	52	43	62	81	50	36	60	100	92	88	53	41	46	11	13
21/10/2023	UPA - Pauliceia Taboão	Sábado	6	7	20	34	46	80	87	51	56	44	57	93	98	74	50	55	57	59	42	44	23	13	37	23
22/10/2023	UPA - Pauliceia Taboão	Domingo	7	20	18	39	49	42	34	79	64	53	54	65	59	0	52	NA	68	65	45	23	24	21	24	15
23/10/2023	UPA - Pauliceia Taboão	Segunda-feira	17	4	21	43	61	7	90	96	75	59	100	7	52	56	55	77	100	100	69	45	50	29	21	5
24/10/2023	UPA - Pauliceia Taboão	Terça-feira	5	6	22	30	37	66	62	34	46	58	62	96	100	100	81	100	100	100	94	58	33	54	40	20
25/10/2023	UPA - Pauliceia Taboão	Quarta-feira	0	24	30	32	79	82	83	63	61	54	64	65	72	66	72	65	70	77	62	38	34	30	29	14
26/10/2023	UPA - Pauliceia Taboão	Quinta-feira	9	12	13	30	75	87	40	67	77	69	66	85	90	86	66	0	60	87	100	72	21	47	45	90
27/10/2023	UPA - Pauliceia Taboão	Sexta-feira	7	5	20	34	82	100	74	59	43	71	85	73	82	100	60	30	59	79	61	46	35	15	2	9
28/10/2023	UPA - Pauliceia Taboão	Sábado	14	15	4	17	35	44	27	63	62	62	48	44	43	53	58	30	57	88	100	51	49	35	17	13
29/10/2023	UPA - Pauliceia Taboão	Domingo	14	29	5	45	58	67	57	68	66	53	53	52	41	60	56	72	77	58	39	36	42	37	17	19
30/10/2023	UPA - Pauliceia Taboão	Segunda-feira	13	16	12	39	54	88	81	100	90	53	89	65	81	86	96	91	53	67	67	49	53	34	27	30
31/10/2023	UPA - Pauliceia Taboão	Terça-feira	7	19	16	40	75	88	73	76	95	79	77	93	87	75	26	25	55	63	37	92	34	25	0	33
01/11/2023	UPA - Pauliceia Taboão	Quarta-feira	24	14	11	50	65	67	61	60	60	77	62	60	42	44	28	55	74	61	35	0	36	31	28	10
02/11/2023	UPA - Pauliceia Taboão	Quinta-feira	1	3	6	35	51	60	46	53	98	72	62	40	56	46	58	66	57	58	39	35	7	11	29	22
03/11/2023	UPA - Pauliceia Taboão	Sexta-feira	14	25	25	43	69	66	48	80	64	60	94	65	55	68	81	100	100	90	0	48	64	56	29	14
04/11/2023	UPA - Pauliceia Taboão	Sábado	28	5	27	33	55	60	37	17	44	53	91	70	40	43	61	66	73	32	46	56	50	58	19	19
05/11/2023	UPA - Pauliceia Taboão	Domingo	10	1	8	34	30	62	34	42	52	70	70	72	49	27	32	38	36	43	36	36	37	18	16	9
06/11/2023	UPA - Pauliceia Taboão	Segunda-feira	22	15	18	38	67	76	82	58	7	76	86	74	66	64	76	97	60	38	49	37	9	16	15	18
07/11/2023	UPA - Pauliceia Taboão	Terça-feira	11	18	32	43	59	68	73	69	67	68	79	3	63	45	62	76	85	77	51	44	30	5	12	6
08/11/2023	UPA - Pauliceia Taboão	Quarta-feira	3	39	44	23	83	6	84	70	93	52	81	74	91	90	69	81	98	3	100	95	50	11	0	18
09/11/2023	UPA - Pauliceia Taboão	Quinta-feira	20	11	23	34	18	62	2	66	67	53	52	50	51	85	100	93	100	80	62	33	25	29	0	0
10/11/2023	UPA - Pauliceia Taboão	Sexta-feira	1	12	15	34	6	6	70	33	11	46	58	44	67	1	42	63	97	69	41	22	10	7	16	7
11/11/2023	UPA - Pauliceia Taboão	Sábado	13	3	6	23	30	56	61	53	44	39	52	53	72	53	57	60	100	98	65	31	29	40	NA	30
12/11/2023	UPA - Pauliceia Taboão	Domingo	0	4	16	32	40	63	57	65	1	48	47	0	56	48	41	41	62	59	48	45	20	0	30	3
13/11/2023	UPA - Pauliceia Taboão	Segunda-feira	7	8	18	10	47	96	1	76	98	1	76	74	80	84	100	96	100	100	94	92	53	29	8	0
14/11/2023	UPA - Pauliceia Taboão	Terça-feira	1	10	14	38	72	64	90	60	89	76	53	81	71	0	41	74	100	82	51	32	50	24	8	1
15/11/2023	UPA - Pauliceia Taboão	Quarta-feira	0	23	5	42	67	59	31	2	1	2	60	58	84	62	56	2	8	6	0	19	13	19	13	16
16/11/2023	UPA - Pauliceia Taboão	Quinta-feira	63	65	36	49	67	58	53	43	42	42	81	76	88	65	87	100	100	100	100	98	41	44	0	0
17/11/2023	UPA - Pauliceia Taboão	Sexta-feira	13	19	22	10	77	68	2	75	74	46	1	100	96	92	71	78	100	100	100	12	15	25	26	0
18/11/2023	UPA - Pauliceia Taboão	Sábado	21	14	4	23	46	90	54	6	47	89	2	91	60	56	57	66	63	0	17	26	21	11	0	9
19/11/2023	UPA - Pauliceia Taboão	Domingo	10	17	26	31	62	67	48	6	48	80	62	56	65	40	23	63	78	80	60	32	22	13	31	5
20/11/2023	UPA - Pauliceia Taboão	Segunda-feira	18	25	18	16	32	10	86	62	6	75	72	3	78	92	71	100	95	60	37	43	36	27	13	8
21/11/2023	UPA - Pauliceia Taboão	Terça-feira	0	9	7	27	48	67	87	100	100	83	66	87	7	4	49	2	33	0	0	0	35	16	35	37
22/11/2023	UPA - Pauliceia Taboão	Quarta-feira	9	3	5	24	51	76	75	17	24	43	50	38	45	0	64	17	2	0	0	0	46	20	0	0
23/11/2023	UPA - Pauliceia Taboão	Quinta-feira	0	2	6	14	19	27	66	2	16	23	4	13	0	0	0	8	4	21	6	3	0	0	1	2
24/11/2023	UPA - Pauliceia Taboão	Sexta-feira	0	NA	9	19	18	6	NA	15	14	1	NA	2	6	0	0	13	13	2	3	1	0	0	0	0
25/11/2023	UPA - Pauliceia Taboão	Sábado	NA	NA	NA	5	7	5	4	1	5	6	2	3	0	NA	0	0	0	NA	0	3	0	0	0	0
26/11/2023	UPA - Pauliceia Taboão	Domingo	2	NA	NA	3	14	10	6	9	7	0	10	4	13	10	0	NA	27	0	1	0	0	0	0	NA
27/11/2023	UPA - Pauliceia Taboão	Segunda-feira	NA	9	13	16	11	6	14	1	2	0	NA	NA	9	8	1	NA	5	7	5	0	0	0	0	0
28/11/2023	UPA - Pauliceia Taboão	Terça-feira	0	9	12	7	8	9	7	0	NA	12	11	3	NA	NA	NA	29	29	2	0	1	0	0	12	4
29/11/2023	UPA - Pauliceia Taboão	Quarta-feira	5	3	NA	23	22	6	NA	11	10	2	11	1	3	1	0	13	9	0	NA	0	0	0	0	6
30/11/2023	UPA - Pauliceia Taboão	Quinta-feira	8	2	6	9	10	NA	11	9	0	6	17	14	0	10	7	9	2	NA	0	0	0	0	0	0
01/12/2023	UPA - Pauliceia Taboão	Sexta-feira	0	4	6	7	6	6	5	4	0	4	1	27	23	0	NA	NA	20	0	0	0	0	0	2	0
02/12/2023	UPA - Pauliceia Taboão	Sábado	0	3	4	6	6	5	NA	0	0	0	2	3	0	0	0	4	3	20	30	30	0	NA	4	8
03/12/2023	UPA - Pauliceia Taboão	Domingo	2	NA	NA	NA	7	9	6	NA	NA	NA	NA	NA	NA	NA	4	2	3	0	6	3	0	NA	NA	5
04/12/2023	UPA - Pauliceia Taboão	Segunda-feira	5	2	18	22	21	6	NA	0	0	0	11	11	0	NA	NA	10	9	1	0	0	0	0	0	0
05/12/2023	UPA - Pauliceia Taboão	Terça-feira	0	4	10	8	6	3	NA	NA	NA	12	12	2	NA	NA	0	4	2	16	0	0	0	0	0	0
06/12/2023	UPA - Pauliceia Taboão	Quarta-feira	0	NA	NA	8	8	13	9	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	18	0	16
07/12/2023	UPA - Pauliceia Taboão	Quinta-feira	20	2	14	40	42	6	78	69	89	88	74	73	56	55	0	NA	81	79	40	27	51	31	23	25
08/12/2023	UPA - Pauliceia Taboão	Sexta-feira	9	10	29	19	19	19	72	62	68	72	72	47	72	87	87	1	76	74	44	22	36	28	27	6
09/12/2023	UPA - Pauliceia Taboão	Sábado	39	44	4	41	45	36	52	67	56	40	75	57	63	52	39	33	63	53	48	44	25	0	14	7
10/12/2023	UPA - Pauliceia Taboão	Domingo	6	3	2	10	22	37	34	21	27	20	18	26	38	37	37	27	37	29	20	1	8	11	12	9
11/12/2023	UPA - Pauliceia Taboão	Segunda-feira	11	2	16	20	44	72	63	53	69	69	56	77	75	0	60	65	80	52	50	41	12	0	0	21
12/12/2023	UPA - Pauliceia Taboão	Terça-feira	0	13	21	32	50	57	46	40	60	55	43	38	33	46	40	64	60	64	59	32	34	63	25	4
13/12/2023	UPA - Pauliceia Taboão	Quarta-feira	6	4	19	27	64	54	60	69	69	56	57	48	57	50	43	31	66	97	55	64	21	37	32	13
14/12/2023	UPA - Pauliceia Taboão	Quinta-feira	8	8	13	44	46	41	34	25	50	25	28	28	39	39	47	55	74	90	81	42	24	21	14	6
15/12/2023	UPA - Pauliceia Taboão	Sexta-feira	7	6	24	35	56	65	39	40	34	25	49	48	50	48	46	58	68	63	45	30	26	0	18	22
16/12/2023	UPA - Pauliceia Taboão	Sábado	21	14	17	27	47	58	82	59	72	48	54	66	60	53	74	81	49	28	46	18	7	13	22	9
