	UPA Vila Assis	UPA PEDREIRA - Dr. César Antunes da Rocha	Unidade de Pronto Atendimento - UPA Zaíra	AMA 24h Capão Redondo	UPA Rudge Ramos	UPA St. John - Lavras	UPA VICENTE MISSIANO	UPA Sacadura Cabral	UPA Vila Mariana	Unidade de Pronto Atendimento Akira Tada	UPA - Pauliceia Taboão	Unidade Avançada Carlos Chagas	AMA SOROCABANA -PRONTO ATENDIMENTO	UPA Paulista - Unidade de Pronto Atendimento	UPA Vergueiro	UPA Tito Lopes	UPA Vila Santa Catarina
2024-05-04	48.83333333333333	43.142857142857146	43.970238095238095	49.095238095238095	46.94642857142857	59.720238095238095	36.148809523809526	54.75595238095237	47.67857142857143	49.13095238095239	50.44642857142857	39.417960662525886	53.07738095238095	51.1935817805383	51.25595238095239	59.95833333333333	50.45833333333333
2024-05-11	51.49404761904761	46.154761904761905	45.75595238095239	49.63095238095239	44.077380952380956	62.273809523809526	45.17739506869942	51.726190476190474	47.452380952380956	49.48809523809524	50.404761904761905	42.36309523809524	51.523809523809526	58.660714285714285	49.773809523809526	58.166666666666664	55.24404761904761
2024-05-18	45.11904761904763	44.68452380952381	43.845238095238095	47.51190476190476	43.357142857142854	60.0595238095238	45.922619047619044	50.13690476190476	46.75	46.023809523809526	43.5	38.089285714285715	44.422619047619044	53.32142857142857	50.45833333333333	47.154761904761905	50.660714285714285
2024-05-25	45.11309523809524	44.32142857142857	39.089285714285715	47.24404761904763	43.577380952380956	46.410714285714285	45.17857142857143	44.482142857142854	43.214285714285715	48.61904761904761	43.410714285714285	37.94047619047619	43.94642857142857	47.577380952380956	39.476190476190474	40.595238095238095	50.30357142857143
2024-06-01	33.8222049689441	35.765151515151516	31.300983436853006	41.84937888198758	38.803030303030305	36.028985507246375	30.752587991718425	34.43777056277056	36.83410973084886	38.55538302277433	36.64448051948052	25.329710144927535	35.648033126293996	34.32846320346321	34.76863354037267	34.53726708074534	39.256211180124225
2024-06-08	34.333333333333336	36.89823656735422	34.17261904761905	43.351190476190474	38.95833333333333	32.52412280701754	29.982142857142858	36.695910973084885	40.51190476190476	37.345238095238095	35.81547619047619	28.6917701863354	35.38690476190476	37.976190476190474	32.63095238095239	31.129399585921327	41.09743107769424
2024-06-15	36.517857142857146	40.04166666666667	35.904761904761905	45.910714285714285	44.851190476190474	40.351190476190474	22.98938923395445	43.04166666666667	40.38095238095237	37.82251082251082	37.9404761904762	25.1832298136646	34.52465986394558	40.779761904761905	35.5	34.69047619047619	42.73809523809524
2024-06-22	45.422619047619044	41.758799171842654	36.05357142857143	43.482142857142854	48.54761904761905	46.142857142857146	24.934523809523807	45.99404761904761	42.654761904761905	36.226190476190474	45.63095238095239	29.523809523809522	35.113095238095234	44.92857142857143	43.43452380952381	37.75	43.422619047619044
2024-06-29	38.69642857142857	38.148809523809526	38.15476190476191	42.61904761904761	46.51190476190476	42.873706004140786	22.577380952380953	46.05952380952381	42.172619047619044	35.589285714285715	41.07142857142857	39.654761904761905	32.79761904761905	42.63095238095239	48.398809523809526	38.077380952380956	40.88690476190476
2024-07-06	38.642857142857146	38.66666666666667	39.54166666666667	41.916666666666664	41.44047619047619	45.785714285714285	37.7478354978355	37.785714285714285	38.18452380952381	35.613095238095234	40.392857142857146	44.00595238095239	40.851190476190474	40.60119047619048	49.94047619047619	39.32142857142857	41.16666666666667
2024-07-13	32.83874458874459	34.44642857142857	35.42857142857143	38.535714285714285	34.75595238095239	37.26893939393939	38.81547619047619	35.738095238095234	35.56547619047619	31.422619047619044	31.678571428571427	35.035714285714285	33.148809523809526	37.458333333333336	49.43080651232825	35.226190476190474	35.398809523809526
2024-07-20	33.07088744588744	30.970238095238095	29.73430735930736	36.31547619047619	34.041666666666664	34.464285714285715	35.76190476190476	36.476190476190474	35.220238095238095	33.30357142857143	31.065476190476193	35.291666666666664	35.43638245812159	35.952380952380956	45.48809523809524	35.5	37.92184265010352
2024-07-27	28.916666666666668	38.82142857142857	32.779761904761905	39.88095238095239	38.11904761904761	39.660714285714285	38.6054724261246	34.160714285714285	36.661490683229815	31.851190476190474	37.517857142857146	31.86309523809524	36.86309523809524	37.57142857142857	36.267857142857146	38.660714285714285	41.767857142857146
2024-08-03	24.607142857142858	34.886904761904766	27.434006211180126	38.470238095238095	35.67857142857143	35.63095238095239	37.82599284773198	34.67857142857143	29.961697722567287	23.660714285714285	32.86904761904762	31.872153209109733	32.07142857142857	32.16666666666667	30.589285714285715	35.989093463472344	33.47308488612837
2024-08-10	34.04684265010352	38.6620082815735	33.279761904761905	46.595238095238095	44.19642857142857	43.06547619047619	31.37982307547525	43.089285714285715	38.33170995670996	39.44047619047619	41.720238095238095	37.81547619047619	39.42857142857143	48.11796536796537	41.08333333333333	45.976190476190474	47.464285714285715
2024-08-17	41.63690476190476	44.76190476190476	47.74404761904761	54.761904761904766	51.898809523809526	46.74404761904761	30.083333333333332	52.88095238095239	43.268398268398265	48.79166666666667	50.125	47.88095238095239	44.535714285714285	56.63690476190476	47.01190476190476	51.375	57.77380952380952
2024-08-24	48.90425170068027	46.31830424477483	48.82568027210885	57.624474789915965	53.451610644257705	52.17314273535501	32.80968045112782	52.591269841269835	44.615196078431374	54.61439960599625	51.297021116138765	51.8453081232493	40.93208629605688	59.96008403361345	54.39248857437712	52.75625763125763	56.341536614645854
2024-08-31	43.8531746031746	38.04273182957393	44.23430735930736	44.69100636205899	49.23730158730159	51.44315803244375	30.458543417366943	47.32564935064935	39.83809523809524	46.7593984962406	41.4485294117647	38.565109890109895	40.187324929971986	46.91456582633053	51.20674603174603	48.67619047619048	46.05889724310777
2024-09-07	45.76371635610766	42.38906926406927	47.910714285714285	45.80357142857143	54.922619047619044	49.6845238095238	26.702380952380953	50.13095238095239	42.75	49.535714285714285	44.154761904761905	43.261387163561075	41.00388198757764	49.672619047619044	46.66666666666667	49.29451345755694	50.42857142857143
2024-09-14	49.08333333333333	40.26190476190476	43.476190476190474	48.160714285714285	52.13690476190476	50.029761904761905	35.589285714285715	47.732142857142854	46.61361283643892	52.56547619047619	45.482142857142854	36.964285714285715	43.31884057971014	45.047619047619044	51.095238095238095	45.91666666666667	50.238095238095234
2024-09-21	41.202380952380956	36.72722567287785	38.476190476190474	42.32142857142857	43.160714285714285	44.035714285714285	40.779761904761905	45.107142857142854	39.267857142857146	45.424171842650104	34.63095238095238	31.577380952380953	38.0	44.970238095238095	47.660714285714285	42.392857142857146	44.297619047619044
2024-09-28	37.220238095238095	36.63095238095239	33.68659420289855	43.375	41.101190476190474	43.74404761904761	35.166666666666664	43.237836438923395	33.04761904761905	39.910714285714285	34.601190476190474	30.267857142857142	39.785714285714285	46.30952380952381	38.779761904761905	39.107142857142854	46.30952380952381
2024-10-05	34.9684265010352	38.86801242236025	38.529761904761905	46.910714285714285	42.982142857142854	45.75595238095239	40.51190476190476	42.19642857142857	42.654761904761905	35.84368530020704	33.785714285714285	33.017857142857146	42.35374149659864	47.13095238095239	45.543219461697724	38.61309523809524	47.41666666666667
2024-10-12	39.8015873015873	39.7281746031746	37.71626984126984	47.242063492063494	44.01190476190476	45.83531746031746	39.53174603174603	48.894841269841265	35.089285714285715	40.61309523809524	37.33134920634921	39.629273504273506	35.427350427350426	55.55952380952382	44.839285714285715	43.79960317460317	46.93650793650793
