	percentage_mean	moving_stds_mean	moving_average_mean	moving_zscore
2023-07-15	45.50704847156254	8.674516567599396	45.96573234366211	-0.11243166309793921
2023-07-22	37.92341284339823	8.730553684023446	42.88372253922273	-0.5622574647152274
2023-07-29	41.16997016197784	8.283538405322654	41.417496751230786	-0.027235306812495277
2023-08-05	48.25336438923396	8.389948504074614	42.19000771280191	0.7110283157608123
2023-08-12	52.02337631745022	9.506810583813254	44.05699483246595	0.8439877995775537
2023-08-26	56.663621970527345	10.826826736607762	47.66703083667418	0.8217348480069077
2023-09-02	53.002801120448176	10.421393019705109	51.08151347755661	0.18117691920612872
2023-09-09	50.02731092436975	9.583912744336573	53.18841982705293	-0.324794796795214
2023-09-16	54.18525453659725	9.782037743437261	53.07143686890192	0.10621945191120585
2023-09-23	49.503153474828665	11.931770666278307	51.538045880407495	-0.16533858968385912
2023-09-30	51.22252161734259	11.994071929959748	51.87365273184373	-0.05400148249034593
2023-10-07	42.1886493727926	12.912970445169833	49.92986108475011	-0.598951777139202
2023-10-14	37.28641456582633	13.34530079612699	47.05019671900381	-0.7306322302468837
2023-10-21	39.80736207526489	11.256984113010134	44.34541294778781	-0.39493107276630723
2023-10-28	41.86353671903544	8.839840086054805	41.0534197374602	0.12075736207675704
2023-11-04	40.748355864084765	8.462090898859744	40.16814497538145	0.0674593735052396
2023-11-11	41.452563634149314	8.673228608446053	40.443076687196616	0.11000215275203792
2023-11-18	41.13926392691464	8.412728430832244	41.05638582931761	0.006118512282295672
2023-12-16	45.87445195469492	9.214927997232097	41.886786117609105	0.43088403288221794
2023-12-23	46.179159628278185	9.714131527962808	42.91902857769308	0.33306006387922577
2024-01-06	51.183086436155484	10.883678340794022	45.28460762269334	0.5409785066690566
2024-01-13	44.68557422969188	10.010900589871113	46.81823919361646	-0.21712147145114896
2024-01-20	49.02030812324931	9.558828088842317	47.31416019471029	0.17575583548580437
2024-01-27	50.91841736694678	9.55125003781497	48.49986904558549	0.24953270735354413
2024-02-03	49.20633905736207	8.586940875186349	48.50486594835563	0.0792849562024641
2024-02-10	51.2630269499104	8.688863803381055	49.34359442534778	0.22232229594193584
2024-02-17	47.1381350959356	9.302960859413679	49.493793416576125	-0.26644966854536206
2024-02-24	50.26245695906821	9.665515780483796	49.663314090458314	0.0622133466323778
2024-03-02	49.715823285836066	9.714675479224308	49.451792475883636	0.03044876282131161
2024-03-09	48.978842406527825	9.647283173544542	49.25421895889921	-0.028211963064270436
2024-03-16	51.75013068468495	8.852344532473024	50.03996479873711	0.19743598327046857
2024-03-23	53.68173514465075	8.85847136818153	50.7592011310453	0.3358319860469737
2024-03-30	46.88669163317501	9.017198119087444	50.894306556614744	-0.43401834458406807
2024-04-06	50.14495798319327	9.079790448693183	50.519890683546144	-0.03866488790068767
2024-04-13	49.80826026062599	9.096533145521587	50.343573072933296	-0.056325356334906145
2024-04-20	49.41359152356595	8.642425950378897	49.65343681939179	-0.04019134619649296
2024-04-27	52.05427170868347	8.59876664780039	49.47316446341382	0.29071145571036594
2024-05-04	49.131211180124225	8.482373679944741	50.24757566069906	-0.12955570471227135
2024-05-11	50.55105125053974	8.554929812816335	50.460030454869695	0.014186051044564512
2024-05-18	47.1186974789916	8.65865495761127	49.690624718266754	-0.29871819896298757
2024-05-25	44.14705882352941	7.9024217802952075	48.73001438717779	-0.5733981767291877
2024-06-01	35.215434395101916	8.71193368846386	45.77181475356941	-1.205110110168454
2024-06-08	35.73536217127608	8.767700650558009	42.08274753445719	-0.7125990035274834
2024-06-15	37.598152897522645	8.122002193820782	39.151817146221525	-0.1804314972629307
2024-06-22	40.64827670198515	7.287402034117361	37.532793414481525	0.43063634195341066
2024-06-29	39.818901473632934	7.093908544746982	37.92908078318394	0.26359510242920436
2024-07-06	40.682645785586956	7.297323908034619	38.89769554265617	0.2335473955763532
2024-07-13	36.01136778822201	7.359022787998511	39.3896585949456	-0.4605184465097644
2024-07-20	35.059682964094726	7.495577483221884	38.5929637171074	-0.46954155352377863
2024-07-27	36.468784944807965	7.2997379135394755	37.300548925103634	-0.10862952759636849
2024-08-03	32.462679538218445	7.01897775238225	36.006424697208075	-0.5019194377709018
2024-08-10	40.80547713156409	7.460739652771617	35.786758873509875	0.6594867356491619
2024-08-17	48.11242678889738	8.886345701762254	37.748540176940345	1.1426201233612956
2024-08-24	50.55604663254452	10.8607517595192	41.73144553282246	0.8093102845983092
2024-08-31	44.055337063849045	11.145190103839562	44.40296030758162	-0.030991286333179133
2024-09-07	45.886803733351044	10.098518082812513	46.61139584604346	-0.07698933451949064
2024-09-14	46.100718548288874	9.669873844014273	47.200329937466584	-0.11394778658592566
2024-09-21	41.17837352332237	9.211293737890752	45.07828033693009	-0.4117546993025583
2024-09-28	38.95773961758617	8.07661984602631	44.07187341078749	-0.6158881388110187
2024-10-05	41.00488456252066	8.590961527331201	42.29790767944671	-0.14288071446108
2024-10-12	42.469834087481146	8.393900490966109	41.39714679071182	0.14396316674307733
