	percentage_mean	moving_stds_mean	moving_average_mean	moving_zscore
2023-07-15	45.50704847156254	8.674516567599396	45.96573234366211	-0.11243166309793921
2023-07-22	37.92341284339823	7.147265990477528	40.40029055100302	-0.290445540879905
2023-07-29	41.16997016197784	6.80743857213602	39.38568905823199	0.22749493289162714
2023-08-05	48.25336438923396	7.993022644979589	44.30485020094994	0.4466101100818284
2023-08-12	52.02337631745022	8.331059374050096	52.137149519678886	0.012509171210016934
2023-08-26	56.663621970527345	10.829656664704448	54.84043456783587	0.1204145127797732
2023-09-02	53.002801120448176	9.893645330564828	53.04361962176175	0.04596847719758579
2023-09-09	50.02731092436975	7.969097887920266	52.73247559893523	-0.3242407796983304
2023-09-16	54.18525453659725	9.777100285688771	51.66921768707483	0.2516732360405463
2023-09-23	49.503153474828665	18.189077585693106	48.70687061385819	0.0368954862469022
2023-09-30	51.22252161734259	9.750562165400003	54.386047027506656	-0.2858426318729269
2023-10-07	42.1886493727926	9.237769646511174	44.95730901056074	-0.22225515020207834
2023-10-14	37.28641456582633	6.9185844464764354	40.15056022408964	-0.38862885928716356
2023-10-21	39.80736207526489	7.289625261078977	37.887735528994206	0.25245538696710657
2023-10-28	41.86353671903544	7.2569033368281355	41.21807418619621	0.10200900513808607
2023-11-04	40.748355864084765	8.086276345149377	41.41620996224577	-0.08885862877088334
2023-11-11	41.452563634149314	7.132411813330643	41.25028707135028	0.009604592076002299
2023-11-18	41.13926392691464	7.6926914195714025	40.34097209747818	0.07249443072630815
2023-12-16	45.87445195469492	9.57021344405745	44.53967533936218	0.09346883780035553
2023-12-23	46.179159628278185	8.216834049187735	45.54517980258168	0.06613470411366078
2024-01-06	51.183086436155484	10.352553245220077	50.71260325135136	0.02808210907873121
2024-01-13	44.68557422969188	7.0349730300269675	46.47549838117065	-0.23571189883612373
2024-01-20	49.02030812324931	8.100611992230295	46.52335934373749	0.3038272369339224
2024-01-27	50.91841736694678	7.696857167926484	50.288015206082434	0.06928482804779934
2024-02-03	49.20633905736207	8.291786912996484	50.732590862431934	-0.18623003964741547
2024-02-10	51.2630269499104	8.934111818350699	49.830412289139254	0.17371879760785047
2024-02-17	47.1381350959356	9.61761547681927	47.12415530865085	0.017123496077444917
2024-02-24	50.26245695906821	8.298096733323423	50.966097901611235	-0.09952322503164103
2024-03-02	49.715823285836066	7.756357641773937	49.88650440413319	0.005503983598145508
2024-03-09	48.978842406527825	8.691680914666623	49.040118221201524	-0.012164918074171301
2024-03-16	51.75013068468495	7.736318654103687	50.26713866800249	0.20080911312884173
2024-03-23	53.68173514465075	8.077078901617408	53.843043230844	0.05092962174900707
2024-03-30	46.88669163317501	9.474216127766661	50.42692610641094	-0.3782071470288895
2024-04-06	50.14495798319327	8.280471826628265	47.54245472892715	0.2853384675852007
2024-04-13	49.80826026062599	7.5002566352159254	49.561868225551095	0.03453879298451625
2024-04-20	49.41359152356595	7.672940884466285	51.08249821667797	-0.1589374599285159
2024-04-27	52.05427170868347	10.196275544583605	49.70583668249908	0.21307028101693004
2024-05-04	49.131211180124225	8.199370747132866	50.6400995180681	-0.17693383257930137
2024-05-11	50.55105125053974	7.4838408193231505	50.41168740223362	0.016307245321945368
2024-05-18	47.1186974789916	7.571436997279862	48.00487527026621	-0.10187121829231546
2024-05-25	44.14705882352941	6.083544379911726	45.86339535814325	-0.25548105886031186
2024-06-01	35.215434395101916	7.5638447935910165	38.807300983634555	-0.4522006152265648
2024-06-08	35.73536217127608	6.157497217089079	35.65541852578474	0.05607956521234209
2024-06-15	37.598152897522645	7.174613452189242	36.28115371732356	0.16493479860315935
2024-06-22	40.64827670198515	6.174254177187257	39.3873004311832	0.19328679158385897
2024-06-29	39.818901473632934	6.3942155837972825	40.39245045844425	-0.08283869949135887
2024-07-06	40.682645785586956	7.304491962311458	39.529877563673686	0.14933622162234908
2024-07-13	36.01136778822201	7.1052212132322525	38.24900592648127	-0.31575185023425023
2024-07-20	35.059682964094726	6.323004299753358	36.20052091983038	-0.19669139643350458
2024-07-27	36.468784944807965	6.432247500748147	35.222791290429214	0.16834878940493075
2024-08-03	32.462679538218445	6.377409269379915	34.35338065209144	-0.28878662782455156
2024-08-10	40.80547713156409	8.429876822442779	37.37034263168847	0.3712026523081349
2024-08-17	48.11242678889738	8.495224714368751	44.047646133552234	0.439088069187269
2024-08-24	50.55604663254452	8.643415940345768	51.15441271395768	-0.07534166453377454
2024-08-31	44.055337063849045	12.463615752580882	45.03943975112812	-0.03644107625972759
2024-09-07	45.886803733351044	8.264686479538225	46.20408478553578	-0.044134126023549616
2024-09-14	46.100718548288874	7.282479614282644	46.403382499244756	-0.02719517579251507
2024-09-21	41.17837352332237	6.843532955580997	42.666214311811686	-0.17008436058658147
2024-09-28	38.95773961758617	7.498339580704396	41.01381204655775	-0.25467963865255994
2024-10-05	41.00488456252066	9.703805234759045	39.10822186017264	0.1903263435467792
2024-10-12	42.469834087481146	7.795170126300788	41.88441128959945	0.0795771086279653
