	percentage_mean	moving_stds_mean	moving_average_mean	moving_zscore
2023-07-15	45.50704847156254	8.674516567599396	45.96573234366211	-0.11243166309793921
2023-07-22	37.92341284339823	8.730553684023446	42.88372253922273	-0.5622574647152274
2023-07-29	41.16997016197784	8.283538405322654	41.417496751230786	-0.027235306812495277
2023-08-05	48.25336438923396	7.9581825652663545	41.36360993672832	0.8732488124145793
2023-08-12	52.02337631745022	9.554015397651328	45.275896259620275	0.704647726225909
2023-08-26	56.663621970527345	10.382573055146556	50.4274780961549	0.5867840094159421
2023-09-02	53.002801120448176	9.856648974751534	53.34040123642551	-0.03299796353951112
2023-09-09	50.02731092436975	9.680499987152691	53.53884326284429	-0.36185247827610156
2023-09-16	54.18525453659725	9.290902689693505	52.48177096925726	0.19885813688540327
2023-09-23	49.503153474828665	12.563735166318002	51.036187966622755	-0.14355600808952945
2023-09-30	51.22252161734259	13.078169972056461	51.58737844281323	-0.028164334013308485
2023-10-07	42.1886493727926	13.670451547579303	49.35007555064187	-0.5219399098624923
2023-10-14	37.28641456582633	11.231604981557103	46.497972087385676	-0.8201793055760149
2023-10-21	39.80736207526489	8.810623677077476	40.99853492121486	-0.09907820665774389
2023-10-28	41.86353671903544	7.85918364729803	39.75212331309335	0.2678713567761283
2023-11-04	40.748355864084765	8.389278013726221	40.17400655914539	0.06091944184918874
2023-11-11	41.452563634149314	8.223749828447875	41.29485707326409	0.020633232152143934
2023-11-18	41.13926392691464	8.026158214517563	41.00248971035808	0.01892225582368366
2023-12-16	45.87445195469492	9.272502452148773	42.04364483606354	0.4073105341158233
2023-12-23	46.179159628278185	9.947520790868435	43.475275746474004	0.26842715767893166
2024-01-06	51.183086436155484	10.617661377351078	46.93248613109841	0.386025675862297
2024-01-13	44.68557422969188	9.57662876370659	47.57776047836789	-0.3012632371944043
2024-01-20	49.02030812324931	9.548640757497632	47.90382032541983	0.11138033337175612
2024-01-27	50.91841736694678	8.293992547007296	47.76229097699686	0.37795241656008904
2024-02-03	49.20633905736207	8.409952945808763	49.18132180408395	0.0026272189736688623
2024-02-10	51.2630269499104	8.459139616179941	50.28367278588455	0.11514837334897128
2024-02-17	47.1381350959356	9.62355092782977	49.22905282007401	-0.22535201395509485
2024-02-24	50.26245695906821	9.749569478925647	49.30688849980044	0.09792623298215787
2024-03-02	49.715823285836066	9.572484070566622	49.325585871465094	0.04299139966555475
2024-03-09	48.978842406527825	8.674646657102109	49.96424017564866	-0.11457021183874937
2024-03-16	51.75013068468495	8.613438155885316	49.73125376444574	0.23028698862484046
2024-03-23	53.68173514465075	8.659289477371212	51.050100040016005	0.3080299439806971
2024-03-30	46.88669163317501	8.840799597005548	51.51236933508581	-0.49718353152074124
2024-04-06	50.14495798319327	9.442302750117873	50.60414135539403	-0.046677796360019584
2024-04-13	49.80826026062599	8.81084862491053	49.177083020296394	0.08317897148307767
2024-04-20	49.41359152356595	7.964130692609139	49.39560705705207	-4.906687223143231e-05
2024-04-27	52.05427170868347	8.555524340852703	50.11673437490938	0.22262838406100327
2024-05-04	49.131211180124225	8.760099785940934	50.47614480574838	-0.15023456402702604
2024-05-11	50.55105125053974	8.783028571407813	50.2525412009336	0.02604739344563673
2024-05-18	47.1186974789916	8.012864697248276	49.685554063522645	-0.31614632714882
2024-05-25	44.14705882352941	7.495651939558809	48.09331934354769	-0.5149903885498122
2024-06-01	35.215434395101916	8.315601917574813	44.225190537348006	-1.0759055667701956
2024-06-08	35.73536217127608	8.101519984567698	40.108704955854186	-0.5296853122249036
2024-06-15	37.598152897522645	7.253772096003113	36.91462440891429	0.10474303492149802
2024-06-22	40.64827670198515	6.917826223505625	37.10795755809717	0.5088364108243114
2024-06-29	39.818901473632934	7.040312885080274	38.68696820231701	0.1476084451595568
2024-07-06	40.682645785586956	6.902417497887661	39.769876151100384	0.12852996437084133
2024-07-13	36.01136778822201	7.4104766160376325	39.39044464953307	-0.45638017958007143
2024-07-20	35.059682964094726	7.3374393203433455	37.99313480332844	-0.39950672402384313
2024-07-27	36.468784944807965	6.952239148129901	36.55743937891362	-0.006712375614337637
2024-08-03	32.462679538218445	6.7038079759048355	35.25889762078368	-0.4160302232687714
2024-08-10	40.80547713156409	7.581438368180459	35.648838191403044	0.665526971286335
2024-08-17	48.11242678889738	9.286289511616998	38.59045647244405	1.0020839791159288
2024-08-24	50.55604663254452	10.530672626728997	44.190800493066135	0.569456459326162
2024-08-31	44.055337063849045	10.635401141015704	46.747166199546015	-0.2593195517236279
2024-09-07	45.886803733351044	10.31109489542786	47.465979083540525	-0.15433639839926025
2024-09-14	46.100718548288874	9.549190283235134	45.88230234530289	0.02551135433135086
2024-09-21	41.17837352332237	7.880583917825374	45.091227198864075	-0.4923229340869015
2024-09-28	38.95773961758617	7.792823771956143	43.36113628587139	-0.5454431937171725
2024-10-05	41.00488456252066	8.305472380243206	40.92941607284736	0.023065912956653865
2024-10-12	42.469834087481146	8.376797993731392	40.56062724234993	0.2251091150871732
